publisher_id,site_index,siteURL
8215,0,http://www.indiaeducation.net
8215,4,http://examresults.net
8223,0,http://www.filmmaking.net
8223,1,http://www.cannesguide.com
8259,0,http://www.windowsxlive.net
9126,1,http://smallscreenscoop.com
